Frame 0: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1467: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1467: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1467: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1467: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1468: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1468: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1468: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1468: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1468: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1469: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1469: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1469: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1469: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1469: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1470: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1470: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1470: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1470: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1470: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1471: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1471: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1471: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1471: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1471: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1472: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1472: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1472: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1472: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1472: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1473: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1473: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1473: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1473: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1473: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1474: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1474: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1474: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1474: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1474: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1475: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1475: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1475: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1475: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1475: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1476: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1476: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1476: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1476: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1476: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1477: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1477: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1477: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1477: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1477: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1478: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1478: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1478: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1478: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1478: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1479: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1479: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1479: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1479: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1479: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1480: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1480: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1480: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1480: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1480: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1481: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1481: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1481: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1481: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1481: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1482: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1482: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1482: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1482: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1482: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1483: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1483: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1483: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1483: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1483: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1484: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1484: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1484: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1484: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1484: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1485: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1485: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1485: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1485: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1485: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1486: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1486: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1486: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1486: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1486: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1487: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1487: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1487: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1487: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1487: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1488: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1488: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1488: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1488: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1488: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1489: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1489: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1489: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1489: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1489: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1490: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1490: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1490: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1490: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1490: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1491: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1491: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1491: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1491: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1491: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1492: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1492: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1492: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1492: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1492: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1493: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1493: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1493: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1493: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1493: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1494: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1494: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1494: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1494: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1494: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1495: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1495: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1495: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1495: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1495: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1496: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1496: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1496: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1496: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1496: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1497: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1497: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1497: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1497: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1497: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1498: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1498: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1498: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1498: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1498: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1499: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1499: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1499: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1499: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1499: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1500: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1500: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1500: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1500: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1500: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1501: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1501: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1501: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1501: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1501: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1502: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1502: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1502: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1502: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1502: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1503: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1503: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1503: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1503: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1503: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1504: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1504: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1504: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1504: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1504: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1505: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1505: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1505: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1505: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1505: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1506: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1506: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1506: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1506: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1506: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1507: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1507: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1507: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1507: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1507: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1508: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1508: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1508: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1508: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1508: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1509: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1509: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1509: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1509: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1509: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1510: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1510: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1510: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1510: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1510: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1511: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1511: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1511: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1511: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1511: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1512: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1512: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1512: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1512: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1512: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1513: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1513: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1513: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1513: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1513: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1514: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1514: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1514: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1514: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1514: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1515: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1515: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1515: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1515: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1515: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1516: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1516: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1516: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1516: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1516: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1517: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1517: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1517: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1517: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1517: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1518: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1518: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1518: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1518: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1518: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1519: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1519: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1519: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1519: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1519: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1520: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1520: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1520: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1520: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1520: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1521: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1521: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1521: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1521: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1521: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1522: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1522: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1522: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1522: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1522: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1523: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1523: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1523: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1523: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1523: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1524: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1524: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1524: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1524: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1524: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1525: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1525: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1525: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1525: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1525: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1526: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1526: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1526: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1526: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1526: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1527: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1527: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1527: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1527: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1527: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1528: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1528: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1528: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1528: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1528: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1529: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1529: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1529: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1529: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1529: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1530: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1530: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1530: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1530: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1530: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1531: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1531: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1531: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1531: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1531: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1532: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1532: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1532: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1532: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1532: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1533: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1533: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1533: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1533: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1533: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1534: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1534: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1534: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1534: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1534: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1535: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1535: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1535: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1535: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1535: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1536: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1536: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1536: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1536: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1536: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1537: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1537: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1537: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1537: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1537: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1538: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1538: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1538: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1538: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1538: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1539: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1539: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1539: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1539: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1539: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1540: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1540: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1540: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1540: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1540: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1541: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1541: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1541: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1541: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1541: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1542: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1542: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1542: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1542: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1542: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1543: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1543: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1543: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1543: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1543: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1544: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1544: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1544: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1544: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1544: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1545: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1545: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1545: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1545: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1545: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1546: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1546: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1546: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1546: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1546: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1547: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1547: ('child', 'plays', 'dog') → REJECTED (A↔B)
